NOS_1,NOS_3,NOS_5,NOS_10,NOS_avg,kNN_MAE_1,kNN_MAE_3,kNN_MAE_5,kNN_MAE_10,kNN_MAE_avg
0.9168,0.9081333333333333,0.9112,0.91804,0.9135433333333333,0.9168,0.7962,0.7544,0.7088,0.79405
