NOS_1,NOS_3,NOS_5,NOS_10,NOS_avg,kNN_MAE_1,kNN_MAE_3,kNN_MAE_5,kNN_MAE_10,kNN_MAE_avg
1.0306,1.0396666666666667,1.04636,1.05682,1.0433616666666667,1.0306,0.8988,0.851,0.8128,0.8983000000000001
