NOS_1,NOS_3,NOS_5,NOS_10,NOS_avg,kNN_MAE_1,kNN_MAE_3,kNN_MAE_5,kNN_MAE_10,kNN_MAE_avg
0.8622,0.8517333333333333,0.84864,0.8547,0.8543183333333333,0.8622,0.7374,0.6862,0.6614,0.7368
