NOS_1,NOS_3,NOS_5,NOS_10,NOS_avg,kNN_MAE_1,kNN_MAE_3,kNN_MAE_5,kNN_MAE_10,kNN_MAE_avg
0.8608,0.8709333333333333,0.8698,0.8767,0.8695583333333333,0.8608,0.7512,0.717,0.6896,0.75465
