model_name,epochs,learning_rate,train_batch_size,accuracy,precision,recall,f1_score,distance_1,distance_2,distance_3,distance_4,off-by-1-accuracy,off-by-2-accuracy,off-by-3-accuracy
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-CORAL-3,100,7.5e-05,1024,0.357,0.2162,0.357,0.2134,0.4774,0.1174,0.0432,0.005,0.8344,0.9518,0.995
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-CORAL-4,100,7.5e-05,1024,0.3738,0.3241,0.3738,0.2491,0.4902,0.1026,0.0298,0.0036,0.864,0.9666,0.9964
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-CORAL-5,100,7.5e-05,1024,0.376,0.3166,0.376,0.2484,0.4894,0.1014,0.0292,0.004,0.8654,0.9668,0.996
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-CORAL-1,100,5e-05,1024,0.4352,0.4283,0.4352,0.3185,0.3632,0.153,0.0372,0.0114,0.7984,0.9514,0.9886
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-CORAL-2,100,5e-05,1024,0.3712,0.283,0.3712,0.2433,0.491,0.1042,0.0298,0.0038,0.8622,0.9664,0.9962
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-CORAL-3,100,5e-05,1024,0.4278,0.3707,0.4278,0.3074,0.361,0.159,0.0394,0.0128,0.7888,0.9478,0.9872
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-CORAL-4,100,5e-05,1024,0.3502,0.1536,0.3502,0.2088,0.4704,0.1252,0.0494,0.0048,0.8206,0.9458,0.9952
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-CORAL-5,100,5e-05,1024,0.4362,0.4057,0.4362,0.3205,0.3606,0.1532,0.0384,0.0116,0.7968,0.95,0.9884
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-CORAL-1,100,2.5e-05,1024,0.4166,0.4208,0.4166,0.2896,0.3558,0.1684,0.0444,0.0148,0.7724,0.9408,0.9852
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-CORAL-2,100,2.5e-05,1024,0.3284,0.2171,0.3284,0.1992,0.4544,0.1402,0.0712,0.0058,0.7828,0.923,0.9942
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-CORAL-3,100,2.5e-05,1024,0.413,0.3391,0.413,0.2859,0.354,0.1716,0.0462,0.0152,0.767,0.9386,0.9848
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-CORAL-4,100,2.5e-05,1024,0.4236,0.4001,0.4236,0.3245,0.3652,0.1546,0.0448,0.0118,0.7888,0.9434,0.9882
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-CORAL-5,100,2.5e-05,1024,0.412,0.2743,0.412,0.2835,0.3538,0.1724,0.047,0.0148,0.7658,0.9382,0.9852
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-WKL-1,100,0.0001,1024,0.5162,0.5231,0.5162,0.5159,0.3938,0.0754,0.0126,0.002,0.91,0.9854,0.998
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-WKL-2,100,0.0001,1024,0.5204,0.5188,0.5204,0.5146,0.3858,0.0776,0.0124,0.0038,0.9062,0.9838,0.9962
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-WKL-3,100,0.0001,1024,0.5228,0.5226,0.5228,0.519,0.3834,0.077,0.0134,0.0034,0.9062,0.9832,0.9966
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-WKL-4,100,0.0001,1024,0.5234,0.5272,0.5234,0.522,0.3856,0.074,0.014,0.003,0.909,0.983,0.997
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-WKL-5,100,0.0001,1024,0.5216,0.5208,0.5216,0.5158,0.3858,0.0756,0.0126,0.0044,0.9074,0.983,0.9956
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-WKL-1,100,1e-05,1024,0.507,0.5033,0.507,0.4992,0.3972,0.0792,0.0146,0.002,0.9042,0.9834,0.998
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-WKL-2,100,1e-05,1024,0.5042,0.4974,0.5042,0.4946,0.3958,0.0832,0.0136,0.0032,0.9,0.9832,0.9968
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-WKL-3,100,1e-05,1024,0.5068,0.5021,0.5068,0.4981,0.3882,0.0876,0.0144,0.003,0.895,0.9826,0.997
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-WKL-4,100,1e-05,1024,0.5104,0.5046,0.5104,0.5023,0.3888,0.0844,0.014,0.0024,0.8992,0.9836,0.9976
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-WKL-5,100,1e-05,1024,0.5052,0.5021,0.5052,0.497,0.3952,0.0838,0.0128,0.003,0.9004,0.9842,0.997
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-WKL-1,100,7.5e-05,1024,0.5134,0.5142,0.5134,0.5088,0.3924,0.0782,0.0138,0.0022,0.9058,0.984,0.9978
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-WKL-2,100,7.5e-05,1024,0.5168,0.5193,0.5168,0.5126,0.395,0.0716,0.013,0.0036,0.9118,0.9834,0.9964
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-WKL-3,100,7.5e-05,1024,0.5138,0.513,0.5138,0.5057,0.3874,0.0806,0.0142,0.004,0.9012,0.9818,0.996
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-WKL-4,100,7.5e-05,1024,0.516,0.514,0.516,0.5117,0.3896,0.0776,0.0138,0.003,0.9056,0.9832,0.997
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-WKL-5,100,7.5e-05,1024,0.5252,0.5232,0.5252,0.521,0.3832,0.0744,0.014,0.0032,0.9084,0.9828,0.9968
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-WKL-1,100,5e-05,1024,0.516,0.5165,0.516,0.5107,0.3898,0.079,0.0126,0.0026,0.9058,0.9848,0.9974
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-WKL-2,100,5e-05,1024,0.5158,0.513,0.5158,0.5093,0.3918,0.077,0.0116,0.0038,0.9076,0.9846,0.9962
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-WKL-3,100,5e-05,1024,0.5254,0.5246,0.5254,0.5199,0.3802,0.077,0.0142,0.0032,0.9056,0.9826,0.9968
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-WKL-4,100,5e-05,1024,0.5186,0.5123,0.5186,0.5109,0.3844,0.0804,0.0132,0.0034,0.903,0.9834,0.9966
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-WKL-5,100,5e-05,1024,0.522,0.523,0.522,0.5185,0.3874,0.0734,0.014,0.0032,0.9094,0.9828,0.9968
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-WKL-1,100,2.5e-05,1024,0.5114,0.5065,0.5114,0.5043,0.392,0.0804,0.0136,0.0026,0.9034,0.9838,0.9974
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-WKL-2,100,2.5e-05,1024,0.5196,0.5153,0.5196,0.5128,0.3862,0.0772,0.0132,0.0038,0.9058,0.983,0.9962
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-WKL-3,100,2.5e-05,1024,0.5162,0.5118,0.5162,0.5075,0.3826,0.0826,0.0148,0.0038,0.8988,0.9814,0.9962
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-WKL-4,100,2.5e-05,1024,0.5144,0.5137,0.5144,0.5096,0.3908,0.0794,0.0126,0.0028,0.9052,0.9846,0.9972
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-WKL-5,100,2.5e-05,1024,0.5088,0.5037,0.5088,0.5001,0.394,0.0804,0.0132,0.0036,0.9028,0.9832,0.9964
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-SOFT2-1,100,0.0001,1024,0.547,0.5424,0.547,0.5438,0.3586,0.072,0.016,0.0064,0.9056,0.9776,0.9936
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-SOFT2-2,100,0.0001,1024,0.537,0.5346,0.537,0.5341,0.3686,0.074,0.0144,0.006,0.9056,0.9796,0.994
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-SOFT2-3,100,0.0001,1024,0.5402,0.5328,0.5402,0.5354,0.361,0.0768,0.0156,0.0064,0.9012,0.978,0.9936
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-SOFT2-4,100,0.0001,1024,0.5378,0.5336,0.5378,0.5334,0.3648,0.077,0.0144,0.006,0.9026,0.9796,0.994
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-SOFT2-5,100,0.0001,1024,0.5392,0.5333,0.5392,0.5356,0.3642,0.075,0.0156,0.006,0.9034,0.9784,0.994
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-SOFT2-1,100,1e-05,1024,0.5378,0.5314,0.5378,0.532,0.365,0.076,0.0152,0.006,0.9028,0.9788,0.994
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-SOFT2-2,100,1e-05,1024,0.5386,0.5318,0.5386,0.5334,0.364,0.0764,0.0144,0.0066,0.9026,0.979,0.9934
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-SOFT2-3,100,1e-05,1024,0.537,0.53,0.537,0.5309,0.364,0.0766,0.016,0.0064,0.901,0.9776,0.9936
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-SOFT2-4,100,1e-05,1024,0.5356,0.5283,0.5356,0.5298,0.3622,0.0798,0.0154,0.007,0.8978,0.9776,0.993
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-SOFT2-5,100,1e-05,1024,0.535,0.5279,0.535,0.5287,0.3672,0.0756,0.0156,0.0066,0.9022,0.9778,0.9934
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-SOFT2-1,100,7.5e-05,1024,0.5376,0.5329,0.5376,0.5319,0.3632,0.077,0.0154,0.0068,0.9008,0.9778,0.9932
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-SOFT2-2,100,7.5e-05,1024,0.541,0.5342,0.541,0.5354,0.3618,0.076,0.0146,0.0066,0.9028,0.9788,0.9934
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-SOFT2-3,100,7.5e-05,1024,0.5414,0.535,0.5414,0.5364,0.361,0.0762,0.015,0.0064,0.9024,0.9786,0.9936
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-SOFT2-4,100,7.5e-05,1024,0.5384,0.5351,0.5384,0.5354,0.3656,0.075,0.0148,0.0062,0.904,0.979,0.9938
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-SOFT2-5,100,7.5e-05,1024,0.5382,0.532,0.5382,0.5329,0.3656,0.074,0.0156,0.0066,0.9038,0.9778,0.9934
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-SOFT2-1,100,5e-05,1024,0.5456,0.5425,0.5456,0.5423,0.3592,0.0748,0.014,0.0064,0.9048,0.9796,0.9936
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-SOFT2-2,100,5e-05,1024,0.5342,0.5249,0.5342,0.5264,0.3658,0.077,0.0158,0.0072,0.9,0.977,0.9928
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-SOFT2-3,100,5e-05,1024,0.536,0.5308,0.536,0.5311,0.3666,0.075,0.016,0.0064,0.9026,0.9776,0.9936
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-SOFT2-4,100,5e-05,1024,0.535,0.5281,0.535,0.5284,0.3648,0.0778,0.016,0.0064,0.8998,0.9776,0.9936
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-SOFT2-5,100,5e-05,1024,0.5344,0.5287,0.5344,0.5294,0.3692,0.0752,0.015,0.0062,0.9036,0.9788,0.9938
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-SOFT2-1,100,2.5e-05,1024,0.539,0.5344,0.539,0.5343,0.3668,0.0738,0.0144,0.006,0.9058,0.9796,0.994
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-SOFT2-2,100,2.5e-05,1024,0.5398,0.5312,0.5398,0.5329,0.3618,0.0768,0.015,0.0066,0.9016,0.9784,0.9934
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-SOFT2-3,100,2.5e-05,1024,0.537,0.5285,0.537,0.5297,0.3622,0.0792,0.0148,0.0068,0.8992,0.9784,0.9932
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-SOFT2-4,100,2.5e-05,1024,0.5366,0.5284,0.5366,0.5295,0.3604,0.0798,0.0166,0.0066,0.897,0.9768,0.9934
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-SOFT2-5,100,2.5e-05,1024,0.5348,0.5284,0.5348,0.5295,0.3702,0.0736,0.0152,0.0062,0.905,0.9786,0.9938
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-SOFT3-1,100,0.0001,1024,0.5476,0.5453,0.5476,0.5455,0.3586,0.0712,0.0162,0.0064,0.9062,0.9774,0.9936
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-SOFT3-2,100,0.0001,1024,0.5402,0.5359,0.5402,0.5364,0.3628,0.0736,0.0164,0.007,0.903,0.9766,0.993
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-SOFT3-3,100,0.0001,1024,0.5392,0.5335,0.5392,0.5358,0.3634,0.0738,0.0172,0.0064,0.9026,0.9764,0.9936
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-SOFT3-4,100,0.0001,1024,0.5414,0.5368,0.5414,0.5385,0.361,0.0756,0.0156,0.0064,0.9024,0.978,0.9936
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-SOFT3-5,100,0.0001,1024,0.5404,0.5352,0.5404,0.5373,0.3634,0.0736,0.0164,0.0062,0.9038,0.9774,0.9938
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-SOFT3-1,100,1e-05,1024,0.5364,0.5335,0.5364,0.5331,0.3682,0.0744,0.0148,0.0062,0.9046,0.979,0.9938
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-SOFT3-2,100,1e-05,1024,0.5376,0.5326,0.5376,0.5339,0.3642,0.0764,0.0152,0.0066,0.9018,0.9782,0.9934
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-SOFT3-3,100,1e-05,1024,0.538,0.5323,0.538,0.5331,0.365,0.0748,0.0158,0.0064,0.903,0.9778,0.9936
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-SOFT3-4,100,1e-05,1024,0.5354,0.5313,0.5354,0.5317,0.3636,0.0788,0.0156,0.0066,0.899,0.9778,0.9934
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-SOFT3-5,100,1e-05,1024,0.5382,0.5332,0.5382,0.5337,0.3648,0.0754,0.0152,0.0064,0.903,0.9784,0.9936
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-SOFT3-1,100,7.5e-05,1024,0.5412,0.5394,0.5412,0.5374,0.3616,0.074,0.0164,0.0068,0.9028,0.9768,0.9932
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-SOFT3-2,100,7.5e-05,1024,0.5388,0.5348,0.5388,0.5353,0.3642,0.0758,0.0148,0.0064,0.903,0.9788,0.9936
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-SOFT3-3,100,7.5e-05,1024,0.5392,0.5351,0.5392,0.536,0.3656,0.0744,0.0144,0.0064,0.9048,0.9792,0.9936
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-SOFT3-4,100,7.5e-05,1024,0.5326,0.5278,0.5326,0.528,0.3664,0.0784,0.0156,0.007,0.899,0.9774,0.993
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-SOFT3-5,100,7.5e-05,1024,0.5372,0.5334,0.5372,0.5332,0.366,0.0744,0.0158,0.0066,0.9032,0.9776,0.9934
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-SOFT3-1,100,5e-05,1024,0.545,0.5461,0.545,0.5438,0.362,0.0726,0.0142,0.0062,0.907,0.9796,0.9938
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-SOFT3-2,100,5e-05,1024,0.536,0.5294,0.536,0.5305,0.3654,0.0752,0.016,0.0074,0.9014,0.9766,0.9926
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-SOFT3-3,100,5e-05,1024,0.5356,0.5326,0.5356,0.5321,0.3672,0.0752,0.0154,0.0066,0.9028,0.978,0.9934
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-SOFT3-4,100,5e-05,1024,0.5354,0.5314,0.5354,0.5308,0.3654,0.0772,0.0156,0.0064,0.9008,0.978,0.9936
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-SOFT3-5,100,5e-05,1024,0.538,0.5349,0.538,0.535,0.3662,0.0738,0.016,0.006,0.9042,0.978,0.994
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-SOFT3-1,100,2.5e-05,1024,0.5384,0.5377,0.5384,0.536,0.3684,0.0728,0.0142,0.0062,0.9068,0.9796,0.9938
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-SOFT3-2,100,2.5e-05,1024,0.5384,0.5323,0.5384,0.5339,0.365,0.075,0.015,0.0066,0.9034,0.9784,0.9934
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-SOFT3-3,100,2.5e-05,1024,0.538,0.5307,0.538,0.5321,0.3624,0.0778,0.0152,0.0066,0.9004,0.9782,0.9934
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-SOFT3-4,100,2.5e-05,1024,0.5342,0.5306,0.5342,0.5309,0.3648,0.0788,0.0154,0.0068,0.899,0.9778,0.9932
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-SOFT3-5,100,2.5e-05,1024,0.5378,0.5324,0.5378,0.5337,0.3664,0.074,0.0158,0.006,0.9042,0.9782,0.994
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-SOFT4-1,100,0.0001,1024,0.5486,0.5463,0.5486,0.5466,0.3574,0.0714,0.016,0.0066,0.906,0.9774,0.9934
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-SOFT4-2,100,0.0001,1024,0.5404,0.535,0.5404,0.5368,0.3628,0.074,0.0158,0.007,0.9032,0.9772,0.993
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-SOFT4-3,100,0.0001,1024,0.539,0.5338,0.539,0.536,0.364,0.0738,0.0166,0.0066,0.903,0.9768,0.9934
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-SOFT4-4,100,0.0001,1024,0.5404,0.5369,0.5404,0.5381,0.3616,0.0756,0.0162,0.0062,0.902,0.9776,0.9938
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-SOFT4-5,100,0.0001,1024,0.5366,0.5326,0.5366,0.5343,0.3682,0.073,0.0156,0.0066,0.9048,0.9778,0.9934
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-SOFT4-1,100,1e-05,1024,0.5376,0.5358,0.5376,0.5352,0.367,0.0744,0.0148,0.0062,0.9046,0.979,0.9938
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-SOFT4-2,100,1e-05,1024,0.5356,0.5314,0.5356,0.5325,0.3662,0.076,0.0158,0.0064,0.9018,0.9778,0.9936
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-SOFT4-3,100,1e-05,1024,0.5376,0.5325,0.5376,0.5333,0.3648,0.0752,0.016,0.0064,0.9024,0.9776,0.9936
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-SOFT4-4,100,1e-05,1024,0.5324,0.5278,0.5324,0.5285,0.3634,0.0812,0.016,0.007,0.8958,0.977,0.993
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-SOFT4-5,100,1e-05,1024,0.5368,0.5322,0.5368,0.5328,0.3662,0.0758,0.0148,0.0064,0.903,0.9788,0.9936
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-SOFT4-1,100,7.5e-05,1024,0.5402,0.5398,0.5402,0.537,0.3634,0.0736,0.016,0.0068,0.9036,0.9772,0.9932
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-SOFT4-2,100,7.5e-05,1024,0.5398,0.5362,0.5398,0.5366,0.3642,0.0752,0.0144,0.0064,0.904,0.9792,0.9936
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-SOFT4-3,100,7.5e-05,1024,0.5366,0.5324,0.5366,0.5335,0.368,0.0746,0.0144,0.0064,0.9046,0.9792,0.9936
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-SOFT4-4,100,7.5e-05,1024,0.532,0.5283,0.532,0.5281,0.3672,0.0778,0.0158,0.0072,0.8992,0.977,0.9928
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-SOFT4-5,100,7.5e-05,1024,0.5384,0.5356,0.5384,0.5352,0.3644,0.0748,0.0158,0.0066,0.9028,0.9776,0.9934
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-SOFT4-1,100,5e-05,1024,0.5464,0.5487,0.5464,0.5457,0.361,0.0716,0.0148,0.0062,0.9074,0.979,0.9938
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-SOFT4-2,100,5e-05,1024,0.5368,0.5313,0.5368,0.5321,0.3636,0.0762,0.016,0.0074,0.9004,0.9766,0.9926
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-SOFT4-3,100,5e-05,1024,0.5376,0.5358,0.5376,0.5347,0.3654,0.0744,0.0158,0.0068,0.903,0.9774,0.9932
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-SOFT4-4,100,5e-05,1024,0.5358,0.5326,0.5358,0.5318,0.3652,0.0764,0.016,0.0066,0.901,0.9774,0.9934
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-SOFT4-5,100,5e-05,1024,0.5376,0.5361,0.5376,0.5356,0.3682,0.0722,0.016,0.006,0.9058,0.978,0.994
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-SOFT4-1,100,2.5e-05,1024,0.5446,0.5433,0.5446,0.5418,0.3604,0.0732,0.015,0.0068,0.905,0.9782,0.9932
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-SOFT4-2,100,2.5e-05,1024,0.5366,0.5313,0.5366,0.5327,0.3648,0.0762,0.0158,0.0066,0.9014,0.9776,0.9934
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-SOFT4-3,100,2.5e-05,1024,0.5406,0.5341,0.5406,0.5351,0.36,0.0774,0.0154,0.0066,0.9006,0.978,0.9934
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-SOFT4-4,100,2.5e-05,1024,0.5338,0.5311,0.5338,0.5311,0.3664,0.0776,0.0154,0.0068,0.9002,0.9778,0.9932
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-SOFT4-5,100,2.5e-05,1024,0.5368,0.5324,0.5368,0.5335,0.3676,0.0744,0.0156,0.0056,0.9044,0.9788,0.9944
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-EMD-1,100,0.0001,1024,0.5368,0.5418,0.5368,0.5374,0.3752,0.0704,0.012,0.0056,0.912,0.9824,0.9944
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-EMD-2,100,0.0001,1024,0.5386,0.5393,0.5386,0.5387,0.37,0.0726,0.013,0.0058,0.9086,0.9812,0.9942
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-EMD-3,100,0.0001,1024,0.538,0.5406,0.538,0.5374,0.3718,0.07,0.0144,0.0058,0.9098,0.9798,0.9942
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-EMD-4,100,0.0001,1024,0.5402,0.5395,0.5402,0.5386,0.3674,0.0728,0.014,0.0056,0.9076,0.9804,0.9944
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-EMD-5,100,0.0001,1024,0.537,0.5416,0.537,0.5377,0.3766,0.0678,0.0132,0.0054,0.9136,0.9814,0.9946
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-EMD-1,100,1e-05,1024,0.5374,0.5355,0.5374,0.5353,0.3716,0.071,0.014,0.006,0.909,0.98,0.994
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-EMD-2,100,1e-05,1024,0.5378,0.5344,0.5378,0.5352,0.3668,0.0762,0.0132,0.006,0.9046,0.9808,0.994
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-EMD-3,100,1e-05,1024,0.5322,0.529,0.5322,0.5289,0.3712,0.0762,0.0144,0.006,0.9034,0.9796,0.994
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-EMD-4,100,1e-05,1024,0.5354,0.5307,0.5354,0.5321,0.367,0.0758,0.016,0.0058,0.9024,0.9782,0.9942
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-EMD-5,100,1e-05,1024,0.5376,0.5346,0.5376,0.5348,0.3686,0.0734,0.0144,0.006,0.9062,0.9796,0.994
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-EMD-1,100,7.5e-05,1024,0.5424,0.5424,0.5424,0.5412,0.3664,0.0726,0.0124,0.0062,0.9088,0.9814,0.9938
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-EMD-2,100,7.5e-05,1024,0.5398,0.5338,0.5398,0.5359,0.3642,0.0754,0.0144,0.0062,0.904,0.9794,0.9938
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-EMD-3,100,7.5e-05,1024,0.5368,0.5331,0.5368,0.5336,0.3704,0.0724,0.0148,0.0056,0.9072,0.9796,0.9944
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-EMD-4,100,7.5e-05,1024,0.5348,0.5338,0.5348,0.5338,0.3724,0.0732,0.0144,0.0052,0.9072,0.9804,0.9948
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-EMD-5,100,7.5e-05,1024,0.5398,0.539,0.5398,0.5385,0.3694,0.071,0.0138,0.006,0.9092,0.9802,0.994
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-EMD-1,100,5e-05,1024,0.5416,0.5424,0.5416,0.541,0.3672,0.0724,0.0132,0.0056,0.9088,0.9812,0.9944
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-EMD-2,100,5e-05,1024,0.5362,0.5293,0.5362,0.5312,0.3638,0.0788,0.015,0.0062,0.9,0.9788,0.9938
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-EMD-3,100,5e-05,1024,0.5378,0.539,0.5378,0.5372,0.37,0.0728,0.0138,0.0056,0.9078,0.9806,0.9944
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-EMD-4,100,5e-05,1024,0.5368,0.5364,0.5368,0.5357,0.3684,0.075,0.0142,0.0056,0.9052,0.9802,0.9944
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-EMD-5,100,5e-05,1024,0.5394,0.5389,0.5394,0.5379,0.3694,0.072,0.0136,0.0056,0.9088,0.9808,0.9944
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-EMD-1,100,2.5e-05,1024,0.5438,0.5425,0.5438,0.542,0.3656,0.0712,0.0144,0.005,0.9094,0.9806,0.995
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-EMD-2,100,2.5e-05,1024,0.536,0.5332,0.536,0.5337,0.3696,0.0748,0.014,0.0056,0.9056,0.9804,0.9944
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-EMD-3,100,2.5e-05,1024,0.534,0.5328,0.534,0.5322,0.3722,0.0736,0.0144,0.0058,0.9062,0.9798,0.9942
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-EMD-4,100,2.5e-05,1024,0.5364,0.5331,0.5364,0.5338,0.3686,0.0736,0.0158,0.0056,0.905,0.9786,0.9944
google/bert_uncased_L-2_H-128_A-2-amazon_reviews-EMD-5,100,2.5e-05,1024,0.5402,0.537,0.5402,0.5372,0.3656,0.0752,0.0136,0.0054,0.9058,0.981,0.9946
