NOS_1,NOS_3,NOS_5,NOS_10,NOS_avg,kNN_MAE_1,kNN_MAE_3,kNN_MAE_5,kNN_MAE_10,kNN_MAE_avg
0.748476923076923,0.7517794871794872,0.7542523076923077,0.7554923076923077,0.7525002564102563,0.748476923076923,0.6490461538461538,0.6128615384615385,0.5809230769230769,0.6478269230769231
