NOS_1,NOS_3,NOS_5,NOS_10,NOS_avg,kNN_MAE_1,kNN_MAE_3,kNN_MAE_5,kNN_MAE_10,kNN_MAE_avg
0.6822307692307692,0.6829948717948718,0.6849692307692308,0.6869738461538462,0.6842921794871796,0.6822307692307692,0.5903538461538461,0.5631846153846154,0.5440153846153846,0.5949461538461538
