NOS_1,NOS_3,NOS_5,NOS_10,NOS_avg,kNN_MAE_1,kNN_MAE_3,kNN_MAE_5,kNN_MAE_10,kNN_MAE_avg
0.7427692307692307,0.7489743589743589,0.7511415384615384,0.7535446153846154,0.7491074358974359,0.7427692307692307,0.6428153846153846,0.6102153846153846,0.5830461538461539,0.6447115384615385
