NOS_1,NOS_3,NOS_5,NOS_10,NOS_avg,kNN_MAE_1,kNN_MAE_3,kNN_MAE_5,kNN_MAE_10,kNN_MAE_avg
0.6308461538461538,0.6349743589743589,0.6356061538461538,0.6362492307692308,0.6344189743589743,0.6308461538461538,0.5437846153846154,0.5158615384615385,0.49593846153846155,0.5466076923076923
