model_name,epochs,learning_rate,train_batch_size,accuracy,precision,recall,f1_score,distance_1,distance_2,distance_3,distance_4,off-by-1-accuracy,off-by-2-accuracy,off-by-3-accuracy
google/bert_uncased_L-2_H-128_A-2-yelp-SOFT3-TRIPa2-1,34,7.5e-05,1024,0.6226,0.6266,0.6226,0.6238,0.3174,0.0416,0.0113,0.0071,0.94,0.9816,0.9929
google/bert_uncased_L-2_H-128_A-2-yelp-SOFT3-TRIPa2-2,34,7.5e-05,1024,0.622,0.6232,0.622,0.6221,0.3167,0.0424,0.0116,0.0072,0.9388,0.9812,0.9928
google/bert_uncased_L-2_H-128_A-2-yelp-SOFT3-TRIPa2-3,34,7.5e-05,1024,0.6229,0.6225,0.6229,0.6218,0.3152,0.0421,0.0122,0.0077,0.938,0.9801,0.9923
google/bert_uncased_L-2_H-128_A-2-yelp-SOFT3-TRIPa2-4,34,7.5e-05,1024,0.6227,0.626,0.6227,0.624,0.3175,0.0412,0.0112,0.0073,0.9402,0.9815,0.9927
google/bert_uncased_L-2_H-128_A-2-yelp-SOFT3-TRIPa2-5,34,7.5e-05,1024,0.6238,0.6248,0.6238,0.6234,0.3151,0.0418,0.0119,0.0073,0.939,0.9808,0.9927
google/bert_uncased_L-2_H-128_A-2-yelp-SOFT4-TRIPa2-1,34,0.0001,1024,0.6262,0.639,0.6262,0.6312,0.318,0.0391,0.0104,0.0064,0.9442,0.9832,0.9936
google/bert_uncased_L-2_H-128_A-2-yelp-SOFT4-TRIPa2-2,34,0.0001,1024,0.6315,0.6366,0.6315,0.6332,0.3127,0.0385,0.0108,0.0066,0.9441,0.9827,0.9934
google/bert_uncased_L-2_H-128_A-2-yelp-SOFT4-TRIPa2-3,34,0.0001,1024,0.6278,0.6351,0.6278,0.6308,0.3144,0.04,0.0112,0.0066,0.9422,0.9822,0.9934
google/bert_uncased_L-2_H-128_A-2-yelp-SOFT4-TRIPa2-4,34,0.0001,1024,0.6252,0.635,0.6252,0.6293,0.3174,0.0401,0.0105,0.0068,0.9427,0.9827,0.9932
google/bert_uncased_L-2_H-128_A-2-yelp-SOFT4-TRIPa2-5,34,0.0001,1024,0.6274,0.6359,0.6274,0.6309,0.3153,0.0396,0.0111,0.0066,0.9427,0.9823,0.9934
google/bert_uncased_L-2_H-128_A-2-yelp-EMD-TRIPa2-1,34,7.5e-05,1024,0.6213,0.6397,0.6213,0.6276,0.3261,0.038,0.0095,0.0051,0.9474,0.9854,0.9949
google/bert_uncased_L-2_H-128_A-2-yelp-EMD-TRIPa2-2,34,7.5e-05,1024,0.6184,0.6218,0.6184,0.6197,0.3217,0.0428,0.0108,0.0063,0.9401,0.9829,0.9937
google/bert_uncased_L-2_H-128_A-2-yelp-EMD-TRIPa2-3,34,7.5e-05,1024,0.6249,0.6372,0.6249,0.6292,0.3213,0.0384,0.01,0.0054,0.9462,0.9846,0.9946
google/bert_uncased_L-2_H-128_A-2-yelp-EMD-TRIPa2-4,34,7.5e-05,1024,0.6226,0.6373,0.6226,0.6277,0.3242,0.0383,0.0098,0.005,0.9468,0.9851,0.995
google/bert_uncased_L-2_H-128_A-2-yelp-EMD-TRIPa2-5,34,7.5e-05,1024,0.6261,0.6373,0.6261,0.6297,0.3193,0.0391,0.01,0.0055,0.9454,0.9845,0.9945
google/bert_uncased_L-2_H-128_A-2-yelp-BCE-TRIPa2-1,34,0.0001,1024,0.6123,0.6409,0.6123,0.622,0.3362,0.0405,0.0084,0.0026,0.9484,0.9889,0.9974
google/bert_uncased_L-2_H-128_A-2-yelp-BCE-TRIPa2-2,34,0.0001,1024,0.6183,0.641,0.6183,0.6261,0.3302,0.0395,0.0091,0.0029,0.9485,0.988,0.9971
google/bert_uncased_L-2_H-128_A-2-yelp-BCE-TRIPa2-3,34,0.0001,1024,0.6175,0.6379,0.6175,0.6251,0.3303,0.0402,0.0089,0.003,0.9479,0.9881,0.997
google/bert_uncased_L-2_H-128_A-2-yelp-BCE-TRIPa2-4,34,0.0001,1024,0.6183,0.6362,0.6183,0.6251,0.3295,0.0405,0.0089,0.0029,0.9478,0.9883,0.9971
google/bert_uncased_L-2_H-128_A-2-yelp-BCE-TRIPa2-5,34,0.0001,1024,0.6148,0.6357,0.6148,0.6225,0.3335,0.0407,0.0082,0.0029,0.9483,0.9889,0.9971
google/bert_uncased_L-2_H-128_A-2-yelp-CORAL-TRIPa2-1,34,0.005,1024,0.5459,0.5629,0.5459,0.5525,0.365,0.0729,0.0133,0.0029,0.9109,0.9838,0.9971
google/bert_uncased_L-2_H-128_A-2-yelp-CORAL-TRIPa2-2,34,0.005,1024,0.2343,0.117,0.2343,0.1522,0.5352,0.1511,0.0794,0.0029,0.7695,0.9206,0.9971
google/bert_uncased_L-2_H-128_A-2-yelp-CORAL-TRIPa2-3,34,0.005,1024,0.5513,0.5588,0.5513,0.5542,0.3579,0.0738,0.0138,0.0032,0.9092,0.983,0.9968
google/bert_uncased_L-2_H-128_A-2-yelp-CORAL-TRIPa2-4,34,0.005,1024,0.1599,0.0256,0.1599,0.0441,0.3498,0.4903,0.0138,0.0032,0.5097,0.983,0.9968
google/bert_uncased_L-2_H-128_A-2-yelp-CORAL-TRIPa2-5,34,0.005,1024,0.2189,0.1185,0.2189,0.1155,0.5461,0.1328,0.1021,0.0032,0.765,0.8979,0.9968
google/bert_uncased_L-2_H-128_A-2-yelp-CE-TRIPa1-1,34,7.5e-05,1024,0.6213,0.637,0.6213,0.6274,0.3221,0.04,0.0102,0.0063,0.9434,0.9834,0.9937
google/bert_uncased_L-2_H-128_A-2-yelp-CE-TRIPa1-2,34,7.5e-05,1024,0.6215,0.6261,0.6215,0.6229,0.3178,0.0418,0.0116,0.0072,0.9393,0.9812,0.9928
google/bert_uncased_L-2_H-128_A-2-yelp-CE-TRIPa1-3,34,7.5e-05,1024,0.6238,0.625,0.6238,0.6235,0.3142,0.0421,0.0124,0.0075,0.938,0.9801,0.9925
google/bert_uncased_L-2_H-128_A-2-yelp-CE-TRIPa1-4,34,7.5e-05,1024,0.6216,0.6268,0.6216,0.6236,0.319,0.0407,0.0113,0.0073,0.9406,0.9813,0.9927
google/bert_uncased_L-2_H-128_A-2-yelp-CE-TRIPa1-5,34,7.5e-05,1024,0.6232,0.6266,0.6232,0.6236,0.3163,0.0413,0.0121,0.0071,0.9396,0.9808,0.9929
google/bert_uncased_L-2_H-128_A-2-yelp-OLL1-TRIPa1-1,34,5e-05,1024,0.6182,0.6328,0.6182,0.6239,0.3277,0.0413,0.0093,0.0036,0.9459,0.9872,0.9964
google/bert_uncased_L-2_H-128_A-2-yelp-OLL1-TRIPa1-2,34,5e-05,1024,0.6114,0.6349,0.6114,0.6198,0.334,0.0423,0.0092,0.0031,0.9454,0.9877,0.9969
google/bert_uncased_L-2_H-128_A-2-yelp-OLL1-TRIPa1-3,34,5e-05,1024,0.6145,0.6328,0.6145,0.6212,0.3304,0.0422,0.0094,0.0035,0.9449,0.9871,0.9965
google/bert_uncased_L-2_H-128_A-2-yelp-OLL1-TRIPa1-4,34,5e-05,1024,0.616,0.6352,0.616,0.6233,0.3296,0.0421,0.009,0.0034,0.9455,0.9876,0.9966
google/bert_uncased_L-2_H-128_A-2-yelp-OLL1-TRIPa1-5,34,5e-05,1024,0.6197,0.635,0.6197,0.6256,0.325,0.0422,0.0094,0.0037,0.9447,0.9869,0.9963
google/bert_uncased_L-2_H-128_A-2-yelp-OLL15-TRIPa1-1,34,0.0001,1024,0.6124,0.6459,0.6124,0.6228,0.3373,0.0401,0.008,0.0022,0.9497,0.9898,0.9978
google/bert_uncased_L-2_H-128_A-2-yelp-OLL15-TRIPa1-2,34,0.0001,1024,0.6138,0.6403,0.6138,0.6228,0.3346,0.0408,0.0085,0.0023,0.9484,0.9892,0.9977
google/bert_uncased_L-2_H-128_A-2-yelp-OLL15-TRIPa1-3,34,0.0001,1024,0.6148,0.6386,0.6148,0.6231,0.333,0.041,0.0087,0.0025,0.9479,0.9888,0.9975
google/bert_uncased_L-2_H-128_A-2-yelp-OLL15-TRIPa1-4,34,0.0001,1024,0.6121,0.6394,0.6121,0.6215,0.336,0.0417,0.0079,0.0023,0.9481,0.9898,0.9977
google/bert_uncased_L-2_H-128_A-2-yelp-OLL15-TRIPa1-5,34,0.0001,1024,0.6169,0.6376,0.6169,0.6246,0.3303,0.042,0.0084,0.0024,0.9472,0.9892,0.9976
google/bert_uncased_L-2_H-128_A-2-yelp-OLL2-TRIPa1-1,34,0.0001,1024,0.6012,0.6425,0.6012,0.6131,0.3482,0.0413,0.0076,0.0017,0.9495,0.9908,0.9983
google/bert_uncased_L-2_H-128_A-2-yelp-OLL2-TRIPa1-2,34,0.0001,1024,0.6071,0.6341,0.6071,0.6165,0.3411,0.0422,0.0078,0.0018,0.9482,0.9904,0.9982
google/bert_uncased_L-2_H-128_A-2-yelp-OLL2-TRIPa1-3,34,0.0001,1024,0.607,0.6325,0.607,0.6158,0.3411,0.0418,0.0082,0.0018,0.9481,0.99,0.9982
google/bert_uncased_L-2_H-128_A-2-yelp-OLL2-TRIPa1-4,34,0.0001,1024,0.6055,0.6367,0.6055,0.6152,0.3432,0.0419,0.0077,0.0017,0.9487,0.9906,0.9983
google/bert_uncased_L-2_H-128_A-2-yelp-OLL2-TRIPa1-5,34,0.0001,1024,0.612,0.6322,0.612,0.6193,0.3352,0.0426,0.0081,0.0021,0.9472,0.9898,0.9979
google/bert_uncased_L-2_H-128_A-2-yelp-WKL-TRIPa1-1,34,0.0001,1024,0.5979,0.59,0.5979,0.5931,0.3359,0.0535,0.0103,0.0024,0.9338,0.9873,0.9976
google/bert_uncased_L-2_H-128_A-2-yelp-WKL-TRIPa1-2,34,0.0001,1024,0.5975,0.5851,0.5975,0.59,0.3351,0.0545,0.01,0.0029,0.9326,0.9871,0.9971
google/bert_uncased_L-2_H-128_A-2-yelp-WKL-TRIPa1-3,34,0.0001,1024,0.6107,0.6091,0.6107,0.6097,0.329,0.0486,0.009,0.0026,0.9398,0.9884,0.9974
google/bert_uncased_L-2_H-128_A-2-yelp-WKL-TRIPa1-4,34,0.0001,1024,0.5988,0.5931,0.5988,0.5955,0.3364,0.0526,0.0098,0.0025,0.9352,0.9877,0.9975
google/bert_uncased_L-2_H-128_A-2-yelp-WKL-TRIPa1-5,34,0.0001,1024,0.6005,0.5936,0.6005,0.5964,0.3352,0.0521,0.0097,0.0025,0.9357,0.9878,0.9975
google/bert_uncased_L-2_H-128_A-2-yelp-SOFT2-TRIPa1-1,34,7.5e-05,1024,0.6241,0.623,0.6241,0.6229,0.3145,0.0427,0.0115,0.0072,0.9386,0.9813,0.9928
google/bert_uncased_L-2_H-128_A-2-yelp-SOFT2-TRIPa1-2,34,7.5e-05,1024,0.622,0.6195,0.622,0.6203,0.3161,0.0429,0.0116,0.0074,0.9381,0.981,0.9926
google/bert_uncased_L-2_H-128_A-2-yelp-SOFT2-TRIPa1-3,34,7.5e-05,1024,0.6232,0.6187,0.6232,0.6202,0.3138,0.0433,0.0121,0.0076,0.937,0.9803,0.9924
google/bert_uncased_L-2_H-128_A-2-yelp-SOFT2-TRIPa1-4,34,7.5e-05,1024,0.6232,0.6211,0.6232,0.6218,0.3154,0.0423,0.0115,0.0076,0.9386,0.9809,0.9924
google/bert_uncased_L-2_H-128_A-2-yelp-SOFT2-TRIPa1-5,34,7.5e-05,1024,0.6241,0.6204,0.6241,0.6211,0.3136,0.0431,0.0119,0.0073,0.9376,0.9808,0.9927
google/bert_uncased_L-2_H-128_A-2-yelp-SOFT3-TRIPa1-1,34,7.5e-05,1024,0.6222,0.6268,0.6222,0.6237,0.3177,0.0417,0.0114,0.007,0.94,0.9816,0.993
google/bert_uncased_L-2_H-128_A-2-yelp-SOFT3-TRIPa1-2,34,7.5e-05,1024,0.622,0.6233,0.622,0.6221,0.3167,0.0425,0.0115,0.0073,0.9387,0.9812,0.9927
google/bert_uncased_L-2_H-128_A-2-yelp-SOFT3-TRIPa1-3,34,7.5e-05,1024,0.6231,0.6224,0.6231,0.6218,0.3147,0.0423,0.0123,0.0076,0.9378,0.9801,0.9924
google/bert_uncased_L-2_H-128_A-2-yelp-SOFT3-TRIPa1-4,34,7.5e-05,1024,0.6226,0.6248,0.6226,0.6233,0.3172,0.0412,0.0116,0.0074,0.9398,0.981,0.9926
google/bert_uncased_L-2_H-128_A-2-yelp-SOFT3-TRIPa1-5,34,7.5e-05,1024,0.6238,0.624,0.6238,0.6228,0.315,0.0419,0.0121,0.0072,0.9388,0.9808,0.9928
google/bert_uncased_L-2_H-128_A-2-yelp-SOFT4-TRIPa1-1,34,0.0001,1024,0.6256,0.6387,0.6256,0.6308,0.3187,0.039,0.0103,0.0064,0.9443,0.9833,0.9936
google/bert_uncased_L-2_H-128_A-2-yelp-SOFT4-TRIPa1-2,34,0.0001,1024,0.632,0.6372,0.632,0.6336,0.3121,0.0386,0.0108,0.0065,0.944,0.9826,0.9935
google/bert_uncased_L-2_H-128_A-2-yelp-SOFT4-TRIPa1-3,34,0.0001,1024,0.6277,0.6343,0.6277,0.6304,0.3143,0.0404,0.0111,0.0066,0.942,0.9823,0.9934
google/bert_uncased_L-2_H-128_A-2-yelp-SOFT4-TRIPa1-4,34,0.0001,1024,0.6244,0.6275,0.6244,0.6252,0.3162,0.0409,0.0114,0.0071,0.9406,0.9814,0.9929
google/bert_uncased_L-2_H-128_A-2-yelp-SOFT4-TRIPa1-5,34,0.0001,1024,0.6277,0.6361,0.6277,0.6311,0.3152,0.0396,0.011,0.0066,0.9429,0.9824,0.9934
google/bert_uncased_L-2_H-128_A-2-yelp-EMD-TRIPa1-1,34,7.5e-05,1024,0.6217,0.6395,0.6217,0.6278,0.3254,0.0382,0.0097,0.005,0.9471,0.9853,0.995
google/bert_uncased_L-2_H-128_A-2-yelp-EMD-TRIPa1-2,34,7.5e-05,1024,0.6177,0.6202,0.6177,0.6186,0.3221,0.0429,0.0108,0.0065,0.9398,0.9827,0.9935
google/bert_uncased_L-2_H-128_A-2-yelp-EMD-TRIPa1-3,34,7.5e-05,1024,0.6285,0.6357,0.6285,0.6312,0.317,0.039,0.0099,0.0056,0.9455,0.9845,0.9944
google/bert_uncased_L-2_H-128_A-2-yelp-EMD-TRIPa1-4,34,7.5e-05,1024,0.6223,0.6371,0.6223,0.6274,0.3242,0.0385,0.0099,0.0052,0.9465,0.985,0.9948
google/bert_uncased_L-2_H-128_A-2-yelp-EMD-TRIPa1-5,34,7.5e-05,1024,0.6208,0.6238,0.6208,0.6215,0.3194,0.0426,0.011,0.0063,0.9402,0.9828,0.9937
google/bert_uncased_L-2_H-128_A-2-yelp-BCE-TRIPa1-1,34,0.0001,1024,0.6125,0.6396,0.6125,0.6218,0.3359,0.0403,0.0085,0.0028,0.9483,0.9887,0.9972
google/bert_uncased_L-2_H-128_A-2-yelp-BCE-TRIPa1-2,34,0.0001,1024,0.6132,0.6379,0.6132,0.6219,0.335,0.0404,0.0085,0.0029,0.9482,0.9886,0.9971
google/bert_uncased_L-2_H-128_A-2-yelp-BCE-TRIPa1-3,34,0.0001,1024,0.6175,0.6376,0.6175,0.625,0.3304,0.0403,0.0088,0.003,0.9479,0.9882,0.997
google/bert_uncased_L-2_H-128_A-2-yelp-BCE-TRIPa1-4,34,0.0001,1024,0.6173,0.6352,0.6173,0.6241,0.3304,0.0406,0.0088,0.0029,0.9476,0.9883,0.9971
google/bert_uncased_L-2_H-128_A-2-yelp-BCE-TRIPa1-5,34,0.0001,1024,0.6153,0.6349,0.6153,0.6227,0.333,0.0404,0.0083,0.0029,0.9483,0.9887,0.9971
google/bert_uncased_L-2_H-128_A-2-yelp-CORAL-TRIPa1-1,34,0.005,1024,0.5439,0.5729,0.5439,0.5548,0.3696,0.0715,0.0122,0.0028,0.9135,0.985,0.9972
google/bert_uncased_L-2_H-128_A-2-yelp-CORAL-TRIPa1-2,34,0.005,1024,0.542,0.5673,0.542,0.5517,0.3698,0.0718,0.014,0.0024,0.9118,0.9836,0.9976
google/bert_uncased_L-2_H-128_A-2-yelp-CORAL-TRIPa1-3,34,0.005,1024,0.5433,0.5633,0.5433,0.5513,0.3646,0.0756,0.0136,0.003,0.9079,0.9834,0.997
google/bert_uncased_L-2_H-128_A-2-yelp-CORAL-TRIPa1-4,34,0.005,1024,0.1599,0.0256,0.1599,0.0441,0.3498,0.4903,0.0136,0.003,0.5097,0.9834,0.997
google/bert_uncased_L-2_H-128_A-2-yelp-CORAL-TRIPa1-5,34,0.005,1024,0.1864,0.0737,0.1864,0.0921,0.4155,0.3875,0.0106,0.003,0.6019,0.9894,0.997
google/bert_uncased_L-2_H-128_A-2-yelp-CORN-1,34,0.005,1024,0.5676,0.5898,0.5676,0.5753,0.3526,0.0588,0.0147,0.0063,0.9202,0.979,0.9937
google/bert_uncased_L-2_H-128_A-2-yelp-CORN-2,34,0.005,1024,0.5675,0.5885,0.5675,0.5748,0.3486,0.0607,0.0161,0.0071,0.9161,0.9768,0.9929
google/bert_uncased_L-2_H-128_A-2-yelp-CORN-3,34,0.005,1024,0.1599,0.0256,0.1599,0.0441,0.3498,0.4903,0.0354,0.0071,0.5097,0.9646,0.9929
google/bert_uncased_L-2_H-128_A-2-yelp-CORN-4,34,0.005,1024,0.5567,0.6005,0.5567,0.5704,0.3651,0.0591,0.014,0.0051,0.9218,0.9809,0.9949
google/bert_uncased_L-2_H-128_A-2-yelp-CORN-5,34,0.005,1024,0.1599,0.2345,0.1599,0.0441,0.3498,0.4903,0.2089,0.0051,0.5097,0.7911,0.9949
google/bert_uncased_L-2_H-128_A-2-yelp-CORN-1,34,0.001,1024,0.6303,0.6299,0.6303,0.6291,0.3127,0.042,0.0109,0.0041,0.943,0.985,0.9959
google/bert_uncased_L-2_H-128_A-2-yelp-CORN-2,34,0.001,1024,0.6276,0.631,0.6276,0.6282,0.316,0.0421,0.0098,0.0045,0.9435,0.9856,0.9955
google/bert_uncased_L-2_H-128_A-2-yelp-CORN-3,34,0.001,1024,0.6266,0.633,0.6266,0.6281,0.3165,0.0426,0.01,0.0043,0.9431,0.9857,0.9957
google/bert_uncased_L-2_H-128_A-2-yelp-CORN-4,34,0.001,1024,0.6294,0.6321,0.6294,0.6299,0.314,0.0423,0.0101,0.0043,0.9433,0.9857,0.9957
google/bert_uncased_L-2_H-128_A-2-yelp-CORN-5,34,0.001,1024,0.631,0.6355,0.631,0.6323,0.3145,0.0406,0.0097,0.0042,0.9455,0.9861,0.9958
google/bert_uncased_L-2_H-128_A-2-yelp-CORN-1,34,0.0005,1024,0.6284,0.6379,0.6284,0.6313,0.3176,0.0403,0.0094,0.0042,0.946,0.9864,0.9958
google/bert_uncased_L-2_H-128_A-2-yelp-CORN-2,34,0.0005,1024,0.6301,0.6425,0.6301,0.6345,0.3168,0.0407,0.0083,0.0041,0.9469,0.9876,0.9959
google/bert_uncased_L-2_H-128_A-2-yelp-CORN-3,34,0.0005,1024,0.6301,0.6395,0.6301,0.6332,0.3162,0.0409,0.0088,0.004,0.9462,0.9872,0.996
google/bert_uncased_L-2_H-128_A-2-yelp-CORN-4,34,0.0005,1024,0.6306,0.6384,0.6306,0.6328,0.3144,0.0416,0.0091,0.0043,0.945,0.9866,0.9957
google/bert_uncased_L-2_H-128_A-2-yelp-CORN-5,34,0.0005,1024,0.6283,0.6412,0.6283,0.6323,0.3195,0.04,0.0083,0.0039,0.9478,0.9878,0.9961
google/bert_uncased_L-2_H-128_A-2-yelp-CORN-1,34,0.0001,1024,0.6173,0.643,0.6173,0.6262,0.3308,0.04,0.0087,0.0032,0.9481,0.9881,0.9968
google/bert_uncased_L-2_H-128_A-2-yelp-CORN-2,34,0.0001,1024,0.6167,0.6426,0.6167,0.6256,0.3304,0.0404,0.0091,0.0034,0.9471,0.9875,0.9966
google/bert_uncased_L-2_H-128_A-2-yelp-CORN-3,34,0.0001,1024,0.6186,0.6422,0.6186,0.6269,0.3294,0.0397,0.0091,0.0033,0.948,0.9876,0.9967
google/bert_uncased_L-2_H-128_A-2-yelp-CORN-4,34,0.0001,1024,0.6214,0.6426,0.6214,0.629,0.3261,0.0402,0.0089,0.0034,0.9475,0.9877,0.9966
google/bert_uncased_L-2_H-128_A-2-yelp-CORN-5,34,0.0001,1024,0.6187,0.6419,0.6187,0.6268,0.3301,0.039,0.0089,0.0033,0.9488,0.9878,0.9967
google/bert_uncased_L-2_H-128_A-2-yelp-CORN-1,34,7.5e-05,1024,0.6126,0.6347,0.6126,0.6205,0.3322,0.0423,0.0098,0.0031,0.9448,0.9871,0.9969
google/bert_uncased_L-2_H-128_A-2-yelp-CORN-2,34,7.5e-05,1024,0.6193,0.6457,0.6193,0.6278,0.33,0.0385,0.0089,0.0033,0.9493,0.9878,0.9967
google/bert_uncased_L-2_H-128_A-2-yelp-CORN-3,34,7.5e-05,1024,0.6204,0.6419,0.6204,0.6279,0.3276,0.0396,0.009,0.0033,0.9481,0.9876,0.9967
google/bert_uncased_L-2_H-128_A-2-yelp-CORN-4,34,7.5e-05,1024,0.6211,0.6436,0.6211,0.629,0.3272,0.0394,0.0093,0.0031,0.9483,0.9876,0.9969
google/bert_uncased_L-2_H-128_A-2-yelp-CORN-5,34,7.5e-05,1024,0.6162,0.6454,0.6162,0.6253,0.3335,0.0382,0.0091,0.0031,0.9497,0.9878,0.9969
google/bert_uncased_L-2_H-128_A-2-yelp-CORN-1,34,5e-05,1024,0.6133,0.642,0.6133,0.6226,0.3343,0.0402,0.009,0.0031,0.9476,0.9878,0.9969
google/bert_uncased_L-2_H-128_A-2-yelp-CORN-2,34,5e-05,1024,0.6138,0.6414,0.6138,0.6229,0.3334,0.0402,0.0092,0.0034,0.9472,0.9875,0.9966
google/bert_uncased_L-2_H-128_A-2-yelp-CORN-3,34,5e-05,1024,0.614,0.6421,0.614,0.6232,0.3339,0.0393,0.0095,0.0033,0.9479,0.9872,0.9967
google/bert_uncased_L-2_H-128_A-2-yelp-CORN-4,34,5e-05,1024,0.6214,0.6419,0.6214,0.6285,0.3265,0.0394,0.0093,0.0033,0.948,0.9874,0.9967
google/bert_uncased_L-2_H-128_A-2-yelp-CORN-5,34,5e-05,1024,0.6121,0.6415,0.6121,0.6215,0.3362,0.0396,0.009,0.0032,0.9483,0.9879,0.9968
google/bert_uncased_L-2_H-128_A-2-yelp-CORN-1,34,2.5e-05,1024,0.6114,0.6372,0.6114,0.6203,0.3342,0.042,0.0093,0.0031,0.9456,0.9876,0.9969
google/bert_uncased_L-2_H-128_A-2-yelp-CORN-2,34,2.5e-05,1024,0.6115,0.6369,0.6115,0.6203,0.3342,0.0414,0.0094,0.0034,0.9457,0.9872,0.9966
google/bert_uncased_L-2_H-128_A-2-yelp-CORN-3,34,2.5e-05,1024,0.6138,0.6372,0.6138,0.6219,0.3317,0.0416,0.0097,0.0033,0.9454,0.987,0.9967
google/bert_uncased_L-2_H-128_A-2-yelp-CORN-4,34,2.5e-05,1024,0.6135,0.6368,0.6135,0.6218,0.3317,0.0417,0.0098,0.0033,0.9452,0.9869,0.9967
google/bert_uncased_L-2_H-128_A-2-yelp-CORN-5,34,2.5e-05,1024,0.6114,0.637,0.6114,0.6202,0.3348,0.0414,0.0093,0.0032,0.9462,0.9875,0.9968
google/bert_uncased_L-2_H-128_A-2-yelp-CORN-1,34,1e-05,1024,0.5982,0.6289,0.5982,0.6086,0.343,0.0459,0.0097,0.0032,0.9412,0.9871,0.9968
google/bert_uncased_L-2_H-128_A-2-yelp-CORN-2,34,1e-05,1024,0.5981,0.6288,0.5981,0.6085,0.343,0.0453,0.0102,0.0033,0.9412,0.9865,0.9967
google/bert_uncased_L-2_H-128_A-2-yelp-CORN-3,34,1e-05,1024,0.5996,0.6273,0.5996,0.6092,0.3412,0.0458,0.0098,0.0036,0.9408,0.9866,0.9964
google/bert_uncased_L-2_H-128_A-2-yelp-CORN-4,34,1e-05,1024,0.5982,0.626,0.5982,0.6079,0.3418,0.0464,0.0101,0.0034,0.94,0.9865,0.9966
google/bert_uncased_L-2_H-128_A-2-yelp-CORN-5,34,1e-05,1024,0.5965,0.6279,0.5965,0.6069,0.3442,0.0458,0.01,0.0035,0.9407,0.9865,0.9965
